node, X coordinate (m), Y coordinate (m), Z coordinate (m), Liquid Pressure (MPa), Vapor Pressure (MPa), Temperature (deg C)
0000000031,   8.00000000 ,   2.00000000 ,   0.00000000 ,   5.60632834 ,   5.60632834 ,   80.0000000
0000000032,   9.00000000 ,   2.00000000 ,   0.00000000 ,   5.60632834 ,   5.60632834 ,   80.0000000
0000000033,   10.0000000 ,   2.00000000 ,   0.00000000 ,   5.60632834 ,   5.60632834 ,   80.0000000
0000000034,   0.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000035,   1.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000036,   2.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000037,   3.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000038,   4.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000039,   5.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000040,   6.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000041,   7.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000042,   8.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000043,   9.00000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000044,   10.0000000 ,   3.00000000 ,   0.00000000 ,   5.40810546 ,   5.40810546 ,   80.0000000
0000000045,   0.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000046,   1.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000047,   2.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000048,   3.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000049,   4.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000050,   5.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000051,   6.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000052,   7.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000053,   8.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000054,   9.00000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000055,   10.0000000 ,   4.00000000 ,   0.00000000 ,   5.20914688 ,   5.20914688 ,   80.0000000
0000000056,   0.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000057,   1.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000058,   2.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000059,   3.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000060,   4.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000061,   5.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000062,   6.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000063,   7.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000064,   8.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000065,   9.00000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000066,   10.0000000 ,   5.00000000 ,   0.00000000 ,   5.00951491 ,   5.00951491 ,   80.0000000
0000000067,   0.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000068,   1.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000069,   2.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000070,   3.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000071,   4.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000072,   5.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000073,   6.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000074,   7.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000075,   8.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000076,   9.00000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000077,   10.0000000 ,   6.00000000 ,   0.00000000 ,   4.80922470 ,   4.80922470 ,   80.0000000
0000000078,   0.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000079,   1.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000080,   2.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000081,   3.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000082,   4.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000083,   5.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000084,   6.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000085,   7.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000086,   8.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000087,   9.00000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000088,   10.0000000 ,   7.00000000 ,   0.00000000 ,   4.60824519 ,   4.60824519 ,   80.0000000
0000000089,   0.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000090,   1.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000091,   2.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000092,   3.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000093,   4.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000094,   5.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000095,   6.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000096,   7.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000097,   8.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000098,   9.00000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000099,   10.0000000 ,   8.00000000 ,   0.00000000 ,   4.40649386 ,   4.40649386 ,   80.0000000
0000000100,   0.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382396 ,   4.20382396 ,   80.0000000
0000000101,   1.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382396 ,   4.20382396 ,   80.0000000
0000000102,   2.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382396 ,   4.20382396 ,   80.0000000
0000000103,   3.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382396 ,   4.20382396 ,   80.0000000
0000000104,   4.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382396 ,   4.20382396 ,   80.0000000
0000000105,   5.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382396 ,   4.20382396 ,   80.0000000
0000000106,   6.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382396 ,   4.20382396 ,   80.0000000
0000000107,   7.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382397 ,   4.20382397 ,   80.0000000
0000000108,   8.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382397 ,   4.20382397 ,   80.0000000
0000000109,   9.00000000 ,   9.00000000 ,   0.00000000 ,   4.20382397 ,   4.20382397 ,   80.0000000
0000000110,   10.0000000 ,   9.00000000 ,   0.00000000 ,   4.20382397 ,   4.20382397 ,   80.0000000
0000000111,   0.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000112,   1.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000113,   2.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000114,   3.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000115,   4.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000116,   5.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000117,   6.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000118,   7.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000119,   8.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000120,   9.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000121,   10.0000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000122,   0.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000123,   1.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000124,   2.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000125,   3.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000126,   4.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000127,   5.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000128,   6.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000129,   7.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000130,   8.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000131,   9.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000132,   10.0000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   62.4311249
0000000133,   0.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000134,   1.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000135,   2.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000136,   3.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000137,   4.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000138,   5.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000139,   6.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000140,   7.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000141,   8.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000142,   9.00000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000143,   10.0000000 ,   1.00000000 ,   1.00000000 ,   5.80077593 ,   5.80077593 ,   62.7731604
0000000144,   0.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000145,   1.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000146,   2.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000147,   3.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000148,   4.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000149,   5.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000150,   6.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000151,   7.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000152,   8.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000153,   9.00000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000154,   10.0000000 ,   2.00000000 ,   1.00000000 ,   5.60208484 ,   5.60208484 ,   62.8273371
0000000155,   0.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000156,   1.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000157,   2.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000158,   3.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000159,   4.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000160,   5.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000161,   6.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000162,   7.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000163,   8.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000164,   9.00000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000165,   10.0000000 ,   3.00000000 ,   1.00000000 ,   5.40311443 ,   5.40311443 ,   62.8358435
0000000166,   0.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000167,   1.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000168,   2.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000169,   3.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000170,   4.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000171,   5.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000172,   6.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000173,   7.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000174,   8.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000175,   9.00000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000176,   10.0000000 ,   4.00000000 ,   1.00000000 ,   5.20376458 ,   5.20376458 ,   62.8368458
0000000177,   0.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000178,   1.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000179,   2.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000180,   3.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000181,   4.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000182,   5.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000183,   6.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000184,   7.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000185,   8.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000186,   9.00000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000187,   10.0000000 ,   5.00000000 ,   1.00000000 ,   5.00403774 ,   5.00403774 ,   62.8362108
0000000188,   0.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000189,   1.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000190,   2.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000191,   3.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000192,   4.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000193,   5.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000194,   6.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000195,   7.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000196,   8.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000197,   9.00000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000198,   10.0000000 ,   6.00000000 ,   1.00000000 ,   4.80394285 ,   4.80394285 ,   62.8348500
0000000199,   0.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000200,   1.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000201,   2.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000202,   3.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000203,   4.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000204,   5.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000205,   6.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000206,   7.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000207,   8.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000208,   9.00000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000209,   10.0000000 ,   7.00000000 ,   1.00000000 ,   4.60348205 ,   4.60348205 ,   62.8330022
0000000210,   0.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000211,   1.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000212,   2.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000213,   3.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000214,   4.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000215,   5.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000216,   6.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000217,   7.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000218,   8.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000219,   9.00000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000220,   10.0000000 ,   8.00000000 ,   1.00000000 ,   4.40265250 ,   4.40265250 ,   62.8327169
0000000221,   0.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000222,   1.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000223,   2.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000224,   3.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000225,   4.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000226,   5.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000227,   6.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000228,   7.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000229,   8.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000230,   9.00000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000231,   10.0000000 ,   9.00000000 ,   1.00000000 ,   4.20145887 ,   4.20145887 ,   62.8622312
0000000232,   0.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000233,   1.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000234,   2.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000235,   3.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000236,   4.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000237,   5.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000238,   6.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000239,   7.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000240,   8.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000241,   9.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000242,   10.0000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   63.2712129
0000000243,   0.00000000 ,   0.00000000 ,   2.00000000 ,   6.00000000 ,   6.00000000 ,   60.2394494
