node, X coordinate (m), Y coordinate (m), Z coordinate (m), Liquid Pressure (MPa), Vapor Pressure (MPa), Temperature (deg C)
0000000031,   8.00000000 ,   2.00000000 ,   0.00000000 ,   5.60496737 ,   5.60496737 ,   80.0000000
0000000032,   9.00000000 ,   2.00000000 ,   0.00000000 ,   5.60496713 ,   5.60496713 ,   80.0000000
0000000033,   10.0000000 ,   2.00000000 ,   0.00000000 ,   5.60496704 ,   5.60496704 ,   80.0000000
0000000034,   0.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648240 ,   5.40648240 ,   80.0000000
0000000035,   1.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648257 ,   5.40648257 ,   80.0000000
0000000036,   2.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648301 ,   5.40648301 ,   80.0000000
0000000037,   3.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648352 ,   5.40648352 ,   80.0000000
0000000038,   4.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648393 ,   5.40648393 ,   80.0000000
0000000039,   5.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648408 ,   5.40648408 ,   80.0000000
0000000040,   6.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648393 ,   5.40648393 ,   80.0000000
0000000041,   7.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648352 ,   5.40648352 ,   80.0000000
0000000042,   8.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648301 ,   5.40648301 ,   80.0000000
0000000043,   9.00000000 ,   3.00000000 ,   0.00000000 ,   5.40648257 ,   5.40648257 ,   80.0000000
0000000044,   10.0000000 ,   3.00000000 ,   0.00000000 ,   5.40648240 ,   5.40648240 ,   80.0000000
0000000045,   0.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747156 ,   5.20747156 ,   80.0000000
0000000046,   1.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747187 ,   5.20747187 ,   80.0000000
0000000047,   2.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747265 ,   5.20747265 ,   80.0000000
0000000048,   3.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747355 ,   5.20747355 ,   80.0000000
0000000049,   4.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747424 ,   5.20747424 ,   80.0000000
0000000050,   5.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747449 ,   5.20747449 ,   80.0000000
0000000051,   6.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747424 ,   5.20747424 ,   80.0000000
0000000052,   7.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747355 ,   5.20747355 ,   80.0000000
0000000053,   8.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747265 ,   5.20747265 ,   80.0000000
0000000054,   9.00000000 ,   4.00000000 ,   0.00000000 ,   5.20747187 ,   5.20747187 ,   80.0000000
0000000055,   10.0000000 ,   4.00000000 ,   0.00000000 ,   5.20747156 ,   5.20747156 ,   80.0000000
0000000056,   0.00000000 ,   5.00000000 ,   0.00000000 ,   5.00793566 ,   5.00793566 ,   80.0000000
0000000057,   1.00000000 ,   5.00000000 ,   0.00000000 ,   5.00793622 ,   5.00793622 ,   80.0000000
0000000058,   2.00000000 ,   5.00000000 ,   0.00000000 ,   5.00793757 ,   5.00793757 ,   80.0000000
0000000059,   3.00000000 ,   5.00000000 ,   0.00000000 ,   5.00793906 ,   5.00793906 ,   80.0000000
0000000060,   4.00000000 ,   5.00000000 ,   0.00000000 ,   5.00794016 ,   5.00794016 ,   80.0000000
0000000061,   5.00000000 ,   5.00000000 ,   0.00000000 ,   5.00794056 ,   5.00794056 ,   80.0000000
0000000062,   6.00000000 ,   5.00000000 ,   0.00000000 ,   5.00794016 ,   5.00794016 ,   80.0000000
0000000063,   7.00000000 ,   5.00000000 ,   0.00000000 ,   5.00793906 ,   5.00793906 ,   80.0000000
0000000064,   8.00000000 ,   5.00000000 ,   0.00000000 ,   5.00793757 ,   5.00793757 ,   80.0000000
0000000065,   9.00000000 ,   5.00000000 ,   0.00000000 ,   5.00793622 ,   5.00793622 ,   80.0000000
0000000066,   10.0000000 ,   5.00000000 ,   0.00000000 ,   5.00793566 ,   5.00793566 ,   80.0000000
0000000067,   0.00000000 ,   6.00000000 ,   0.00000000 ,   4.80784778 ,   4.80784778 ,   80.0000000
0000000068,   1.00000000 ,   6.00000000 ,   0.00000000 ,   4.80784878 ,   4.80784878 ,   80.0000000
0000000069,   2.00000000 ,   6.00000000 ,   0.00000000 ,   4.80785103 ,   4.80785103 ,   80.0000000
0000000070,   3.00000000 ,   6.00000000 ,   0.00000000 ,   4.80785337 ,   4.80785337 ,   80.0000000
0000000071,   4.00000000 ,   6.00000000 ,   0.00000000 ,   4.80785503 ,   4.80785503 ,   80.0000000
0000000072,   5.00000000 ,   6.00000000 ,   0.00000000 ,   4.80785562 ,   4.80785562 ,   80.0000000
0000000073,   6.00000000 ,   6.00000000 ,   0.00000000 ,   4.80785503 ,   4.80785503 ,   80.0000000
0000000074,   7.00000000 ,   6.00000000 ,   0.00000000 ,   4.80785337 ,   4.80785337 ,   80.0000000
0000000075,   8.00000000 ,   6.00000000 ,   0.00000000 ,   4.80785103 ,   4.80785103 ,   80.0000000
0000000076,   9.00000000 ,   6.00000000 ,   0.00000000 ,   4.80784878 ,   4.80784878 ,   80.0000000
0000000077,   10.0000000 ,   6.00000000 ,   0.00000000 ,   4.80784778 ,   4.80784778 ,   80.0000000
0000000078,   0.00000000 ,   7.00000000 ,   0.00000000 ,   4.60714898 ,   4.60714898 ,   80.0000000
0000000079,   1.00000000 ,   7.00000000 ,   0.00000000 ,   4.60715077 ,   4.60715077 ,   80.0000000
0000000080,   2.00000000 ,   7.00000000 ,   0.00000000 ,   4.60715431 ,   4.60715431 ,   80.0000000
0000000081,   3.00000000 ,   7.00000000 ,   0.00000000 ,   4.60715768 ,   4.60715768 ,   80.0000000
0000000082,   4.00000000 ,   7.00000000 ,   0.00000000 ,   4.60715993 ,   4.60715993 ,   80.0000000
0000000083,   5.00000000 ,   7.00000000 ,   0.00000000 ,   4.60716070 ,   4.60716070 ,   80.0000000
0000000084,   6.00000000 ,   7.00000000 ,   0.00000000 ,   4.60715993 ,   4.60715993 ,   80.0000000
0000000085,   7.00000000 ,   7.00000000 ,   0.00000000 ,   4.60715768 ,   4.60715768 ,   80.0000000
0000000086,   8.00000000 ,   7.00000000 ,   0.00000000 ,   4.60715431 ,   4.60715431 ,   80.0000000
0000000087,   9.00000000 ,   7.00000000 ,   0.00000000 ,   4.60715077 ,   4.60715077 ,   80.0000000
0000000088,   10.0000000 ,   7.00000000 ,   0.00000000 ,   4.60714898 ,   4.60714898 ,   80.0000000
0000000089,   0.00000000 ,   8.00000000 ,   0.00000000 ,   4.40573608 ,   4.40573608 ,   80.0000000
0000000090,   1.00000000 ,   8.00000000 ,   0.00000000 ,   4.40573909 ,   4.40573909 ,   80.0000000
0000000091,   2.00000000 ,   8.00000000 ,   0.00000000 ,   4.40574401 ,   4.40574401 ,   80.0000000
0000000092,   3.00000000 ,   8.00000000 ,   0.00000000 ,   4.40574814 ,   4.40574814 ,   80.0000000
0000000093,   4.00000000 ,   8.00000000 ,   0.00000000 ,   4.40575066 ,   4.40575066 ,   80.0000000
0000000094,   5.00000000 ,   8.00000000 ,   0.00000000 ,   4.40575149 ,   4.40575149 ,   80.0000000
0000000095,   6.00000000 ,   8.00000000 ,   0.00000000 ,   4.40575066 ,   4.40575066 ,   80.0000000
0000000096,   7.00000000 ,   8.00000000 ,   0.00000000 ,   4.40574814 ,   4.40574814 ,   80.0000000
0000000097,   8.00000000 ,   8.00000000 ,   0.00000000 ,   4.40574401 ,   4.40574401 ,   80.0000000
0000000098,   9.00000000 ,   8.00000000 ,   0.00000000 ,   4.40573909 ,   4.40573909 ,   80.0000000
0000000099,   10.0000000 ,   8.00000000 ,   0.00000000 ,   4.40573608 ,   4.40573608 ,   80.0000000
0000000100,   0.00000000 ,   9.00000000 ,   0.00000000 ,   4.20344207 ,   4.20344207 ,   80.0000000
0000000101,   1.00000000 ,   9.00000000 ,   0.00000000 ,   4.20344590 ,   4.20344590 ,   80.0000000
0000000102,   2.00000000 ,   9.00000000 ,   0.00000000 ,   4.20345073 ,   4.20345073 ,   80.0000000
0000000103,   3.00000000 ,   9.00000000 ,   0.00000000 ,   4.20345417 ,   4.20345417 ,   80.0000000
0000000104,   4.00000000 ,   9.00000000 ,   0.00000000 ,   4.20345606 ,   4.20345606 ,   80.0000000
0000000105,   5.00000000 ,   9.00000000 ,   0.00000000 ,   4.20345665 ,   4.20345665 ,   80.0000000
0000000106,   6.00000000 ,   9.00000000 ,   0.00000000 ,   4.20345606 ,   4.20345606 ,   80.0000000
0000000107,   7.00000000 ,   9.00000000 ,   0.00000000 ,   4.20345417 ,   4.20345417 ,   80.0000000
0000000108,   8.00000000 ,   9.00000000 ,   0.00000000 ,   4.20345073 ,   4.20345073 ,   80.0000000
0000000109,   9.00000000 ,   9.00000000 ,   0.00000000 ,   4.20344590 ,   4.20344590 ,   80.0000000
0000000110,   10.0000000 ,   9.00000000 ,   0.00000000 ,   4.20344207 ,   4.20344207 ,   80.0000000
0000000111,   0.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000112,   1.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000113,   2.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000114,   3.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000115,   4.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000116,   5.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000117,   6.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000118,   7.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000119,   8.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000120,   9.00000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000121,   10.0000000 ,   10.0000000 ,   0.00000000 ,   4.00000000 ,   4.00000000 ,   80.0000000
0000000122,   0.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9610988
0000000123,   1.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9610991
0000000124,   2.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9610998
0000000125,   3.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9611006
0000000126,   4.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9611013
0000000127,   5.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9611015
0000000128,   6.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9611013
0000000129,   7.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9611006
0000000130,   8.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9610998
0000000131,   9.00000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9610991
0000000132,   10.0000000 ,   0.00000000 ,   1.00000000 ,   6.00000000 ,   6.00000000 ,   64.9610988
0000000133,   0.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799215 ,   5.79799215 ,   66.2020478
0000000134,   1.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799221 ,   5.79799221 ,   66.2020479
0000000135,   2.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799235 ,   5.79799235 ,   66.2020482
0000000136,   3.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799252 ,   5.79799252 ,   66.2020485
0000000137,   4.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799266 ,   5.79799266 ,   66.2020487
0000000138,   5.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799271 ,   5.79799271 ,   66.2020488
0000000139,   6.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799266 ,   5.79799266 ,   66.2020487
0000000140,   7.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799252 ,   5.79799252 ,   66.2020485
0000000141,   8.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799235 ,   5.79799235 ,   66.2020482
0000000142,   9.00000000 ,   1.00000000 ,   1.00000000 ,   5.79799221 ,   5.79799221 ,   66.2020479
0000000143,   10.0000000 ,   1.00000000 ,   1.00000000 ,   5.79799215 ,   5.79799215 ,   66.2020478
0000000144,   0.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882192 ,   5.59882192 ,   66.5620066
0000000145,   1.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882205 ,   5.59882205 ,   66.5620066
0000000146,   2.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882241 ,   5.59882241 ,   66.5620067
0000000147,   3.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882282 ,   5.59882282 ,   66.5620069
0000000148,   4.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882314 ,   5.59882314 ,   66.5620070
0000000149,   5.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882326 ,   5.59882326 ,   66.5620070
0000000150,   6.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882314 ,   5.59882314 ,   66.5620070
0000000151,   7.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882282 ,   5.59882282 ,   66.5620069
0000000152,   8.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882241 ,   5.59882241 ,   66.5620067
0000000153,   9.00000000 ,   2.00000000 ,   1.00000000 ,   5.59882205 ,   5.59882205 ,   66.5620066
0000000154,   10.0000000 ,   2.00000000 ,   1.00000000 ,   5.59882192 ,   5.59882192 ,   66.5620066
0000000155,   0.00000000 ,   3.00000000 ,   1.00000000 ,   5.40003850 ,   5.40003850 ,   66.6612817
0000000156,   1.00000000 ,   3.00000000 ,   1.00000000 ,   5.40003880 ,   5.40003880 ,   66.6612816
0000000157,   2.00000000 ,   3.00000000 ,   1.00000000 ,   5.40003953 ,   5.40003953 ,   66.6612816
0000000158,   3.00000000 ,   3.00000000 ,   1.00000000 ,   5.40004037 ,   5.40004037 ,   66.6612816
0000000159,   4.00000000 ,   3.00000000 ,   1.00000000 ,   5.40004101 ,   5.40004101 ,   66.6612817
0000000160,   5.00000000 ,   3.00000000 ,   1.00000000 ,   5.40004124 ,   5.40004124 ,   66.6612818
0000000161,   6.00000000 ,   3.00000000 ,   1.00000000 ,   5.40004101 ,   5.40004101 ,   66.6612817
0000000162,   7.00000000 ,   3.00000000 ,   1.00000000 ,   5.40004037 ,   5.40004037 ,   66.6612816
0000000163,   8.00000000 ,   3.00000000 ,   1.00000000 ,   5.40003953 ,   5.40003953 ,   66.6612816
0000000164,   9.00000000 ,   3.00000000 ,   1.00000000 ,   5.40003880 ,   5.40003880 ,   66.6612816
0000000165,   10.0000000 ,   3.00000000 ,   1.00000000 ,   5.40003850 ,   5.40003850 ,   66.6612817
0000000166,   0.00000000 ,   4.00000000 ,   1.00000000 ,   5.20101874 ,   5.20101874 ,   66.6876204
0000000167,   1.00000000 ,   4.00000000 ,   1.00000000 ,   5.20101937 ,   5.20101937 ,   66.6876190
0000000168,   2.00000000 ,   4.00000000 ,   1.00000000 ,   5.20102086 ,   5.20102086 ,   66.6876179
0000000169,   3.00000000 ,   4.00000000 ,   1.00000000 ,   5.20102250 ,   5.20102250 ,   66.6876175
0000000170,   4.00000000 ,   4.00000000 ,   1.00000000 ,   5.20102369 ,   5.20102369 ,   66.6876175
0000000171,   5.00000000 ,   4.00000000 ,   1.00000000 ,   5.20102412 ,   5.20102412 ,   66.6876175
0000000172,   6.00000000 ,   4.00000000 ,   1.00000000 ,   5.20102369 ,   5.20102369 ,   66.6876175
0000000173,   7.00000000 ,   4.00000000 ,   1.00000000 ,   5.20102250 ,   5.20102250 ,   66.6876175
0000000174,   8.00000000 ,   4.00000000 ,   1.00000000 ,   5.20102086 ,   5.20102086 ,   66.6876179
0000000175,   9.00000000 ,   4.00000000 ,   1.00000000 ,   5.20101937 ,   5.20101937 ,   66.6876190
0000000176,   10.0000000 ,   4.00000000 ,   1.00000000 ,   5.20101874 ,   5.20101874 ,   66.6876204
0000000177,   0.00000000 ,   5.00000000 ,   1.00000000 ,   5.00163960 ,   5.00163960 ,   66.6940941
0000000178,   1.00000000 ,   5.00000000 ,   1.00000000 ,   5.00164104 ,   5.00164104 ,   66.6940803
0000000179,   2.00000000 ,   5.00000000 ,   1.00000000 ,   5.00164414 ,   5.00164414 ,   66.6940698
0000000180,   3.00000000 ,   5.00000000 ,   1.00000000 ,   5.00164728 ,   5.00164728 ,   66.6940660
0000000181,   4.00000000 ,   5.00000000 ,   1.00000000 ,   5.00164945 ,   5.00164945 ,   66.6940650
0000000182,   5.00000000 ,   5.00000000 ,   1.00000000 ,   5.00165021 ,   5.00165021 ,   66.6940649
0000000183,   6.00000000 ,   5.00000000 ,   1.00000000 ,   5.00164945 ,   5.00164945 ,   66.6940650
0000000184,   7.00000000 ,   5.00000000 ,   1.00000000 ,   5.00164728 ,   5.00164728 ,   66.6940660
0000000185,   8.00000000 ,   5.00000000 ,   1.00000000 ,   5.00164414 ,   5.00164414 ,   66.6940698
0000000186,   9.00000000 ,   5.00000000 ,   1.00000000 ,   5.00164104 ,   5.00164104 ,   66.6940803
0000000187,   10.0000000 ,   5.00000000 ,   1.00000000 ,   5.00163960 ,   5.00163960 ,   66.6940941
0000000188,   0.00000000 ,   6.00000000 ,   1.00000000 ,   4.80189587 ,   4.80189587 ,   66.6953929
0000000189,   1.00000000 ,   6.00000000 ,   1.00000000 ,   4.80189949 ,   4.80189949 ,   66.6952533
0000000190,   2.00000000 ,   6.00000000 ,   1.00000000 ,   4.80190609 ,   4.80190609 ,   66.6951664
0000000191,   3.00000000 ,   6.00000000 ,   1.00000000 ,   4.80191202 ,   4.80191202 ,   66.6951379
0000000192,   4.00000000 ,   6.00000000 ,   1.00000000 ,   4.80191579 ,   4.80191579 ,   66.6951310
0000000193,   5.00000000 ,   6.00000000 ,   1.00000000 ,   4.80191705 ,   4.80191705 ,   66.6951298
0000000194,   6.00000000 ,   6.00000000 ,   1.00000000 ,   4.80191579 ,   4.80191579 ,   66.6951310
0000000195,   7.00000000 ,   6.00000000 ,   1.00000000 ,   4.80191202 ,   4.80191202 ,   66.6951379
0000000196,   8.00000000 ,   6.00000000 ,   1.00000000 ,   4.80190609 ,   4.80190609 ,   66.6951664
0000000197,   9.00000000 ,   6.00000000 ,   1.00000000 ,   4.80189949 ,   4.80189949 ,   66.6952533
0000000198,   10.0000000 ,   6.00000000 ,   1.00000000 ,   4.80189587 ,   4.80189587 ,   66.6953929
0000000199,   0.00000000 ,   7.00000000 ,   1.00000000 ,   4.60179934 ,   4.60179934 ,   66.6980092
0000000200,   1.00000000 ,   7.00000000 ,   1.00000000 ,   4.60180946 ,   4.60180946 ,   66.6965972
0000000201,   2.00000000 ,   7.00000000 ,   1.00000000 ,   4.60182378 ,   4.60182378 ,   66.6959141
0000000202,   3.00000000 ,   7.00000000 ,   1.00000000 ,   4.60183455 ,   4.60183455 ,   66.6957263
0000000203,   4.00000000 ,   7.00000000 ,   1.00000000 ,   4.60184062 ,   4.60184062 ,   66.6956860
0000000204,   5.00000000 ,   7.00000000 ,   1.00000000 ,   4.60184253 ,   4.60184253 ,   66.6956797
0000000205,   6.00000000 ,   7.00000000 ,   1.00000000 ,   4.60184062 ,   4.60184062 ,   66.6956860
0000000206,   7.00000000 ,   7.00000000 ,   1.00000000 ,   4.60183455 ,   4.60183455 ,   66.6957263
0000000207,   8.00000000 ,   7.00000000 ,   1.00000000 ,   4.60182378 ,   4.60182378 ,   66.6959141
0000000208,   9.00000000 ,   7.00000000 ,   1.00000000 ,   4.60180946 ,   4.60180946 ,   66.6965972
0000000209,   10.0000000 ,   7.00000000 ,   1.00000000 ,   4.60179934 ,   4.60179934 ,   66.6980092
0000000210,   0.00000000 ,   8.00000000 ,   1.00000000 ,   4.40135977 ,   4.40135977 ,   66.7236431
0000000211,   1.00000000 ,   8.00000000 ,   1.00000000 ,   4.40139047 ,   4.40139047 ,   66.7093058
0000000212,   2.00000000 ,   8.00000000 ,   1.00000000 ,   4.40142049 ,   4.40142049 ,   66.7042885
0000000213,   3.00000000 ,   8.00000000 ,   1.00000000 ,   4.40143808 ,   4.40143808 ,   66.7031881
0000000214,   4.00000000 ,   8.00000000 ,   1.00000000 ,   4.40144646 ,   4.40144646 ,   66.7029889
0000000215,   5.00000000 ,   8.00000000 ,   1.00000000 ,   4.40144890 ,   4.40144890 ,   66.7029611
0000000216,   6.00000000 ,   8.00000000 ,   1.00000000 ,   4.40144646 ,   4.40144646 ,   66.7029889
0000000217,   7.00000000 ,   8.00000000 ,   1.00000000 ,   4.40143808 ,   4.40143808 ,   66.7031881
0000000218,   8.00000000 ,   8.00000000 ,   1.00000000 ,   4.40142049 ,   4.40142049 ,   66.7042885
0000000219,   9.00000000 ,   8.00000000 ,   1.00000000 ,   4.40139047 ,   4.40139047 ,   66.7093058
0000000220,   10.0000000 ,   8.00000000 ,   1.00000000 ,   4.40135977 ,   4.40135977 ,   66.7236431
0000000221,   0.00000000 ,   9.00000000 ,   1.00000000 ,   4.20061866 ,   4.20061866 ,   66.9294939
0000000222,   1.00000000 ,   9.00000000 ,   1.00000000 ,   4.20070222 ,   4.20070222 ,   66.7842674
0000000223,   2.00000000 ,   9.00000000 ,   1.00000000 ,   4.20075236 ,   4.20075236 ,   66.7516878
0000000224,   3.00000000 ,   9.00000000 ,   1.00000000 ,   4.20077338 ,   4.20077338 ,   66.7463506
0000000225,   4.00000000 ,   9.00000000 ,   1.00000000 ,   4.20078138 ,   4.20078138 ,   66.7455699
0000000226,   5.00000000 ,   9.00000000 ,   1.00000000 ,   4.20078345 ,   4.20078345 ,   66.7454756
0000000227,   6.00000000 ,   9.00000000 ,   1.00000000 ,   4.20078138 ,   4.20078138 ,   66.7455699
0000000228,   7.00000000 ,   9.00000000 ,   1.00000000 ,   4.20077338 ,   4.20077338 ,   66.7463506
0000000229,   8.00000000 ,   9.00000000 ,   1.00000000 ,   4.20075236 ,   4.20075236 ,   66.7516878
0000000230,   9.00000000 ,   9.00000000 ,   1.00000000 ,   4.20070222 ,   4.20070222 ,   66.7842674
0000000231,   10.0000000 ,   9.00000000 ,   1.00000000 ,   4.20061866 ,   4.20061866 ,   66.9294939
0000000232,   0.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   68.5097037
0000000233,   1.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   67.0572640
0000000234,   2.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   66.9023191
0000000235,   3.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   66.8854333
0000000236,   4.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   66.8835366
0000000237,   5.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   66.8833418
0000000238,   6.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   66.8835366
0000000239,   7.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   66.8854333
0000000240,   8.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   66.9023191
0000000241,   9.00000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   67.0572640
0000000242,   10.0000000 ,   10.0000000 ,   1.00000000 ,   4.00000000 ,   4.00000000 ,   68.5097037
0000000243,   0.00000000 ,   0.00000000 ,   2.00000000 ,   6.00000000 ,   6.00000000 ,   61.0767277
