TITLE = "FEHM3.6_VER2                   04/18/2024  15:11:25 Unsaturated Diffusion tests"
VARIABLES = "X (m)" "Y (m)" "Node" "Vapor_Species_001"
ZONE T = "Simulation time   0.00000000    days", N =       12, E =        5, DATAPACKING = POINT, ZONETYPE = FEQUADRILATERAL
   0.00000000       0.00000000     0000000001  1.000000000    
  1.000000000       0.00000000     0000000002  1.000000000    
   0.00000000      0.200000000     0000000003  1.000000000    
  1.000000000      0.200000000     0000000004  1.000000000    
   0.00000000      0.400000000     0000000005  1.000000000    
  1.000000000      0.400000000     0000000006  1.000000000    
   0.00000000      0.600000000     0000000007  1.000000000    
  1.000000000      0.600000000     0000000008  1.000000000    
   0.00000000      0.800000000     0000000009  1.000000000    
  1.000000000      0.800000000     0000000010  1.000000000    
   0.00000000      1.000000000     0000000011  1.000000000    
  1.000000000      1.000000000     0000000012  1.000000000    
       1       2       4       3
       3       4       6       5
       5       6       8       7
       7       8      10       9
       9      10      12      11
