node, Temperature (deg C)
0000000001,   170.000000
0000000002,   170.000000
0000000003,   170.000000
0000000004,   170.000000
0000000005,   170.000000
0000000006,   170.000000
0000000007,   170.000000
0000000008,   170.000000
0000000009,   170.000000
0000000010,   170.000000
0000000011,   170.000000
0000000012,   170.000000
0000000013,   170.000000
0000000014,   170.000000
0000000015,   170.000000
0000000016,   170.000000
0000000017,   170.000000
0000000018,   170.000000
0000000019,   170.000000
0000000020,   170.000000
0000000021,   170.000000
0000000022,   170.000000
0000000023,   170.000000
0000000024,   170.000000
0000000025,   170.000000
0000000026,   170.000000
0000000027,   170.000000
0000000028,   170.000000
0000000029,   170.000000
0000000030,   170.000000
0000000031,   170.000000
0000000032,   170.000000
0000000033,   170.000000
0000000034,   170.000000
0000000035,   170.000000
0000000036,   170.000000
0000000037,   170.000000
0000000038,   170.000000
0000000039,   170.000000
0000000040,   170.000000
0000000041,   170.000000
0000000042,   170.000000
0000000043,   170.000000
0000000044,   170.000000
0000000045,   170.000000
0000000046,   170.000000
0000000047,   170.000000
0000000048,   170.000000
0000000049,   170.000000
0000000050,   170.000000
0000000051,   170.000000
0000000052,   170.000000
0000000053,   170.000000
0000000054,   170.000000
0000000055,   170.000000
0000000056,   170.000000
0000000057,   170.000000
0000000058,   170.000000
0000000059,   170.000000
0000000060,   170.000000
0000000061,   170.000000
0000000062,   170.000000
0000000063,   170.000000
0000000064,   170.000000
0000000065,   170.000000
0000000066,   170.000000
0000000067,   170.000000
0000000068,   170.000000
0000000069,   170.000000
0000000070,   170.000000
0000000071,   170.000000
0000000072,   170.000000
0000000073,   170.000000
0000000074,   170.000000
0000000075,   170.000000
0000000076,   170.000000
0000000077,   170.000000
0000000078,   170.000000
0000000079,   170.000000
0000000080,   170.000000
0000000081,   170.000000
0000000082,   170.000000
0000000083,   170.000000
0000000084,   170.000000
