node, Temperature (deg C)
0000000001, 170.000000
0000000002, 170.000000
0000000003, 170.000000
0000000004, 170.000000
0000000005, 170.000000
0000000006, 170.000000
0000000007, 170.000000
0000000008, 170.000000
0000000009, 170.000000
0000000010, 170.000000
0000000011, 170.000000
0000000012, 170.000000
0000000013, 170.000000
0000000014, 170.000000
0000000015, 170.000000
0000000016, 170.000000
0000000017, 170.000000
0000000018, 170.000000
0000000019, 170.000000
0000000020, 170.000000
0000000021, 170.000000
0000000022, 170.000000
0000000023, 170.000000
0000000024, 170.000000
0000000025, 170.000000
0000000026, 170.000000
0000000027, 170.000000
0000000028, 170.000000
0000000029, 170.000000
0000000030, 170.000000
0000000031, 170.000000
0000000032, 170.000000
0000000033, 170.000000
0000000034, 170.000000
0000000035, 170.000000
0000000036, 170.000000
0000000037, 170.000000
0000000038, 170.000000
0000000039, 170.000000
0000000040, 170.000000
0000000041, 170.000000
0000000042, 170.000000
0000000043, 170.000000
0000000044, 170.000000
0000000045, 170.000000
0000000046, 170.000000
0000000047, 170.000000
0000000048, 170.000000
0000000049, 170.000000
0000000050, 170.000000
0000000051, 170.000000
0000000052, 170.000000
0000000053, 170.000000
0000000054, 170.000000
0000000055, 170.000000
0000000056, 170.000000
0000000057, 170.000000
0000000058, 170.000000
0000000059, 170.000000
0000000060, 170.000000
0000000061, 170.000000
0000000062, 170.000000
0000000063, 170.000000
0000000064, 170.000000
0000000065, 170.000000
0000000066, 170.000000
0000000067, 170.000000
0000000068, 170.000000
0000000069, 170.000000
0000000070, 170.000000
0000000071, 170.000000
0000000072, 170.000000
0000000073, 170.000000
0000000074, 170.000000
0000000075, 170.000000
0000000076, 170.000000
0000000077, 170.000000
0000000078, 170.000000
0000000079, 170.000000
0000000080, 170.000000
0000000081, 170.000000
0000000082, 170.000000
0000000083, 170.000000
0000000084, 170.000000
0000000085, 170.000000
0000000086, 170.000000
0000000087, 170.000000
0000000088, 170.000000
0000000089, 170.000000
0000000090, 170.000000
0000000091, 170.000000
0000000092, 170.000000
0000000093, 170.000000
0000000094, 170.000000
0000000095, 170.000000
0000000096, 170.000000
0000000097, 170.000000
0000000098, 170.000000
0000000099, 170.000000
0000000100, 170.000000
0000000101, 170.000000
0000000102, 170.000000
0000000103, 170.000000
0000000104, 170.000000
0000000105, 170.000000
0000000106, 170.000000
0000000107, 170.000000
0000000108, 170.000000
0000000109, 170.000000
0000000110, 170.000000
0000000111, 170.000000
0000000112, 170.000000
0000000113, 170.000000
0000000114, 170.000000
0000000115, 170.000000
0000000116, 170.000000
0000000117, 170.000000
0000000118, 170.000000
0000000119, 170.000000
0000000120, 170.000000
0000000121, 170.000000
0000000122, 170.000000
0000000123, 170.000000
0000000124, 170.000000
0000000125, 170.000000
0000000126, 170.000000
0000000127, 170.000000
0000000128, 170.000000
0000000129, 170.000000
0000000130, 170.000000
0000000131, 170.000000
0000000132, 170.000000
0000000133, 170.000000
0000000134, 170.000000
0000000135, 170.000000
0000000136, 170.000000
0000000137, 170.000000
0000000138, 170.000000
0000000139, 170.000000
0000000140, 170.000000
0000000141, 170.000000
0000000142, 170.000000
0000000143, 170.000000
0000000144, 170.000000
0000000145, 170.000000
0000000146, 170.000000
0000000147, 170.000000
0000000148, 170.000000
0000000149, 170.000000
0000000150, 170.000000
0000000151, 170.000000
0000000152, 170.000000
0000000153, 170.000000
0000000154, 170.000000
0000000155, 170.000000
0000000156, 170.000000
0000000157, 170.000000
0000000158, 170.000000
0000000159, 170.000000
0000000160, 170.000000
0000000161, 170.000000
0000000162, 170.000000
0000000163, 170.000000
0000000164, 170.000000
0000000165, 170.000000
0000000166, 170.000000
0000000167, 170.000000
0000000168, 170.000000
0000000169, 170.000000
0000000170, 170.000000
0000000171, 170.000000
0000000172, 170.000000
0000000173, 170.000000
0000000174, 170.000000
